,timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
50,2019-01-12 00:00:01.000,-0.984375,-0.015625,-0.063721,-1.017578,-0.07251,0.072266,6
51,2019-01-12 00:00:01.020,-0.984375,-0.015625,-0.081055,-1.0046389999999998,-0.083984,0.08667,6
52,2019-01-12 00:00:01.040,-0.984375,-0.013428,-0.093262,-1.00708,-0.0622559999999999,0.095215,6
53,2019-01-12 00:00:01.060,-0.984131,-0.000732,-0.076172,-1.012695,-0.032227,0.09375,6
54,2019-01-12 00:00:01.080,-0.986816,-0.014648,-0.080322,-1.034424,-0.04126,0.098145,6
55,2019-01-12 00:00:01.100,-0.999023,-0.000732,-0.095459,-1.049561,-0.036133,0.078857,6
56,2019-01-12 00:00:01.120,-0.982422,-0.017334,-0.09375,-1.044434,-0.039795,0.042236,6
57,2019-01-12 00:00:01.140,-0.984375,-0.015625,-0.093994,-1.059326,-0.048096,0.016113,6
58,2019-01-12 00:00:01.160,-0.984375,-0.015625,-0.090576,-1.05542,-0.046875,0.02002,6
59,2019-01-12 00:00:01.180,-0.984863,-0.015625,-0.075928,-1.037354,-0.044434,0.05127,6
60,2019-01-12 00:00:01.200,-0.97998,-0.016113,-0.078125,-1.019287,-0.059814,0.070557,6
61,2019-01-12 00:00:01.220,-0.970947,-0.011719,-0.078125,-1.014648,-0.049805,0.101074,6
62,2019-01-12 00:00:01.240,-0.981689,0.002197,-0.078125,-1.015625,-0.057373,0.11084,6
63,2019-01-12 00:00:01.260,-0.970703,0.0,-0.078125,-1.015625,-0.061035,0.109375,6
64,2019-01-12 00:00:01.280,-0.986572,0.0,-0.078125,-1.013428,-0.078613,0.111328,6
65,2019-01-12 00:00:01.300,-0.983154,0.0,-0.078125,-1.027588,-0.054443,0.101318,6
66,2019-01-12 00:00:01.320,-0.990234,0.0,-0.078125,-1.0317379999999998,-0.047607,0.068359,6
67,2019-01-12 00:00:01.340,-0.99707,0.0,-0.0791019999999999,-1.029053,-0.03418,0.06543,6
68,2019-01-12 00:00:01.360,-0.981934,0.0,-0.07251,-1.045898,-0.030762,0.036621,6
69,2019-01-12 00:00:01.380,-0.984375,0.002441,-0.060059,-1.0358889999999998,-0.029297,0.030518,6
70,2019-01-12 00:00:01.400,-0.984375,-0.011475,-0.0625,-1.017578,-0.044434,0.029541,6
71,2019-01-12 00:00:01.420,-0.98291,-0.037109,-0.0625,-1.015381,-0.043945,0.041504,6
72,2019-01-12 00:00:01.440,-0.991943,-0.024902,-0.060791,-1.01416,-0.074463,0.073242,6
73,2019-01-12 00:00:01.460,-0.995605,-0.013184,-0.068848,-1.029541,-0.07959,0.094971,6
74,2019-01-12 00:00:01.480,-0.982178,-0.01709,-0.080078,-1.030029,-0.063721,0.066162,6
75,2019-01-12 00:00:01.500,-0.984375,-0.008545,-0.078125,-1.046631,-0.0622559999999999,0.047607,6
76,2019-01-12 00:00:01.520,-0.984375,0.003662,-0.079834,-1.031982,-0.0625,0.045898,6
77,2019-01-12 00:00:01.540,-0.984375,-0.007324,-0.070557,-1.0317379999999998,-0.062988,0.0612789999999999,6
78,2019-01-12 00:00:01.560,-0.984375,-0.017578,-0.060303,-1.015869,-0.047363,0.0773929999999999,6
79,2019-01-12 00:00:01.580,-0.984375,-0.015625,-0.060547,-1.015381,-0.03125,0.093506,6
80,2019-01-12 00:00:01.600,-0.984375,-0.015625,-0.070312,-1.015381,-0.047119,0.0778809999999999,6
81,2019-01-12 00:00:01.620,-0.982178,-0.015625,-0.0778809999999999,-1.015869,-0.063232,0.077148,6
82,2019-01-12 00:00:01.640,-0.994873,-0.015625,-0.088623,-1.0317379999999998,-0.078613,0.046143,6
83,2019-01-12 00:00:01.660,-0.99292,-0.015625,-0.084473,-1.03125,-0.078125,0.063232,6
84,2019-01-12 00:00:01.680,-0.982666,-0.015625,-0.0852049999999999,-1.03125,-0.076904,0.0625,6
85,2019-01-12 00:00:01.700,-0.984375,-0.015625,-0.097412,-1.03125,-0.0612789999999999,0.0622559999999999,6
86,2019-01-12 00:00:01.720,-0.984375,-0.015625,-0.084229,-1.03125,-0.0625,0.064209,6
87,2019-01-12 00:00:01.740,-0.984375,-0.013184,-0.07666,-1.029297,-0.060303,0.077637,6
88,2019-01-12 00:00:01.760,-0.984375,-0.027588,-0.078125,-1.013672,-0.047119,0.061035,6
89,2019-01-12 00:00:01.780,-0.984375,-0.022461,-0.078125,-1.017822,-0.06665,0.05957,6
90,2019-01-12 00:00:01.800,-0.984375,-0.01416,-0.075684,-1.032959,-0.077148,0.050537,6
91,2019-01-12 00:00:01.820,-0.981934,-0.015625,-0.09082,-1.03125,-0.060547,0.078613,6
92,2019-01-12 00:00:01.840,-0.997314,-0.015625,-0.083984,-1.031494,-0.0625,0.063965,6
93,2019-01-12 00:00:01.860,-0.98999,-0.015625,-0.076904,-1.027832,-0.061768,0.07666,6
94,2019-01-12 00:00:01.880,-0.983398,-0.013184,-0.078125,-1.012695,-0.06665,0.05957,6
95,2019-01-12 00:00:01.900,-0.984375,-0.029053,-0.078125,-1.02002,-0.075684,0.066162,6
96,2019-01-12 00:00:01.920,-0.984375,-0.020264,-0.078125,-1.028564,-0.064941,0.081055,6
97,2019-01-12 00:00:01.940,-0.984375,-0.014893,-0.078125,-1.017578,-0.075928,0.0737299999999999,6
98,2019-01-12 00:00:01.960,-0.984375,-0.015625,-0.078125,-1.033447,-0.060059,0.060059,6
99,2019-01-12 00:00:01.980,-0.984375,-0.017578,-0.078125,-1.03125,-0.0634769999999999,0.0634769999999999,6
100,2019-01-12 00:00:02.000,-0.984375,-0.000977,-0.078125,-1.03125,-0.057373,0.05835,6
101,2019-01-12 00:00:02.020,-0.984375,-0.011963,-0.078125,-1.03125,-0.044434,0.039062,6
102,2019-01-12 00:00:02.040,-0.984375,-0.015869,-0.079834,-1.03125,-0.046875,0.027588,6
103,2019-01-12 00:00:02.060,-0.984375,-0.015625,-0.063232,-1.032471,-0.046875,0.036865,6
104,2019-01-12 00:00:02.080,-0.984375,-0.015625,-0.0754389999999999,-1.025146,-0.04541,0.047607,6
105,2019-01-12 00:00:02.100,-0.98584,-0.015625,-0.078369,-1.011719,-0.052979,0.051514,6
106,2019-01-12 00:00:02.120,-0.968994,-0.015625,-0.078125,-1.021973,-0.064697,0.072754,6
107,2019-01-12 00:00:02.140,-0.982422,-0.01416,-0.07666,-1.033203,-0.0625,0.073486,6
108,2019-01-12 00:00:02.160,-0.984375,-0.030762,-0.092285,-1.029297,-0.064209,0.060303,6
109,2019-01-12 00:00:02.180,-0.984375,-0.015869,-0.09375,-1.040039,-0.055176,0.064209,6
110,2019-01-12 00:00:02.200,-0.984375,-0.030029,-0.09375,-1.04126,-0.044678,0.054932,6
111,2019-01-12 00:00:02.220,-0.984375,-0.03125,-0.094238,-1.029053,-0.046875,0.044678,6
112,2019-01-12 00:00:02.240,-0.984375,-0.03125,-0.078613,-1.033203,-0.046875,0.044678,6
113,2019-01-12 00:00:02.260,-0.984375,-0.031494,-0.0778809999999999,-1.020996,-0.046875,0.052979,6
114,2019-01-12 00:00:02.280,-0.984131,-0.015625,-0.078125,-1.022217,-0.051025,0.070557,6
115,2019-01-12 00:00:02.300,-0.999756,-0.015381,-0.078125,-1.034912,-0.027344,0.090576,6
116,2019-01-12 00:00:02.320,-0.984375,-0.015869,-0.078125,-1.022217,-0.02124,0.086426,6
117,2019-01-12 00:00:02.340,-1.0004879999999998,-0.031738,-0.078125,-1.013916,-0.032715,0.076416,6
118,2019-01-12 00:00:02.360,-0.999023,-0.03125,-0.0778809999999999,-1.015625,-0.028809,0.078125,6
119,2019-01-12 00:00:02.380,-0.983398,-0.03125,-0.078857,-1.015625,-0.040771,0.075684,6
120,2019-01-12 00:00:02.400,-0.984131,-0.03125,-0.094727,-1.013184,-0.048096,0.090088,6
121,2019-01-12 00:00:02.420,-0.98584,-0.031006,-0.093506,-1.025635,-0.044434,0.084717,6
122,2019-01-12 00:00:02.440,-0.999512,-0.032715,-0.095215,-1.032227,-0.059326,0.0791019999999999,6
123,2019-01-12 00:00:02.460,-0.98291,-0.048096,-0.112549,-1.03125,-0.052734,0.067383,6
124,2019-01-12 00:00:02.480,-0.984375,-0.046875,-0.126709,-1.03125,-0.045654,0.0612789999999999,6
125,2019-01-12 00:00:02.500,-0.984619,-0.047119,-0.122559,-1.03125,-0.046875,0.060059,6
126,2019-01-12 00:00:02.520,-0.981445,-0.044189,-0.107422,-1.03125,-0.046875,0.071533,6
127,2019-01-12 00:00:02.540,-0.969482,-0.029297,-0.109375,-1.03125,-0.049072,0.092529,6
128,2019-01-12 00:00:02.560,-0.986084,-0.030762,-0.109619,-1.033203,-0.034912,0.08252,6
129,2019-01-12 00:00:02.580,-0.984375,-0.03418,-0.106201,-1.019043,-0.030518,0.0773929999999999,6
130,2019-01-12 00:00:02.600,-0.984375,-0.048828,-0.091553,-1.012939,-0.03125,0.075928,6
131,2019-01-12 00:00:02.620,-0.983643,-0.047363,-0.093018,-1.028076,-0.029053,0.088623,6
132,2019-01-12 00:00:02.640,-0.988037,-0.042969,-0.097412,-1.031494,-0.043945,0.106934,6
133,2019-01-12 00:00:02.660,-1.00293,-0.028809,-0.112305,-1.03125,-0.048828,0.109619,6
134,2019-01-12 00:00:02.680,-0.995605,-0.030273,-0.104248,-1.032715,-0.033447,0.11084,6
135,2019-01-12 00:00:02.700,-0.981934,-0.036621,-0.095947,-1.017578,-0.031006,0.097168,6
136,2019-01-12 00:00:02.720,-0.984375,-0.043457,-0.111572,-1.015381,-0.03125,0.078125,6
137,2019-01-12 00:00:02.740,-0.984375,-0.033691,-0.109375,-1.01416,-0.03125,0.091797,6
138,2019-01-12 00:00:02.760,-0.984375,-0.049072,-0.109375,-1.029785,-0.030029,0.09375,6
139,2019-01-12 00:00:02.780,-0.984375,-0.046875,-0.109375,-1.03125,-0.046631,0.094482,6
140,2019-01-12 00:00:02.800,-0.984375,-0.046875,-0.110596,-1.031982,-0.031982,0.078857,6
141,2019-01-12 00:00:02.820,-0.984375,-0.048096,-0.102051,-1.0161129999999998,-0.031006,0.0778809999999999,6
142,2019-01-12 00:00:02.840,-0.984375,-0.039307,-0.097412,-1.015381,-0.03125,0.077637,6
143,2019-01-12 00:00:02.860,-0.984375,-0.035156,-0.111572,-1.015381,-0.03125,0.093506,6
144,2019-01-12 00:00:02.880,-0.984375,-0.049072,-0.11084,-1.031006,-0.03125,0.09375,6
145,2019-01-12 00:00:02.900,-0.984375,-0.046875,-0.102539,-1.0151370000000002,-0.047119,0.09375,6
146,2019-01-12 00:00:02.920,-0.982666,-0.04834,-0.091553,-1.015381,-0.046143,0.09375,6
147,2019-01-12 00:00:02.940,-0.993164,-0.037842,-0.091797,-1.016357,-0.030273,0.09375,6
148,2019-01-12 00:00:02.960,-0.994629,-0.036377,-0.101074,-1.031006,-0.03125,0.09375,6
149,2019-01-12 00:00:02.980,-0.982178,-0.048828,-0.111328,-1.014404,-0.03125,0.092285,6
150,2019-01-12 00:00:03.000,-0.984375,-0.046875,-0.109375,-1.01709,-0.031006,0.07666,6
151,2019-01-12 00:00:03.020,-0.984375,-0.046875,-0.109375,-1.032471,-0.0329589999999999,0.0778809999999999,6
152,2019-01-12 00:00:03.040,-0.984375,-0.048828,-0.109375,-1.03125,-0.048584,0.080322,6
153,2019-01-12 00:00:03.060,-0.984375,-0.03833,-0.109375,-1.03125,-0.044434,0.093018,6
154,2019-01-12 00:00:03.080,-0.984375,-0.029297,-0.109375,-1.031494,-0.029297,0.076172,6
155,2019-01-12 00:00:03.100,-0.984375,-0.029053,-0.109375,-1.02832,-0.03125,0.077637,6
156,2019-01-12 00:00:03.120,-0.984375,-0.04248,-0.109375,-1.013428,-0.03125,0.081055,6
157,2019-01-12 00:00:03.140,-0.981934,-0.038818,-0.111572,-1.015625,-0.03125,0.095703,6
158,2019-01-12 00:00:03.160,-0.996094,-0.029785,-0.099609,-1.015625,-0.03125,0.093018,6
159,2019-01-12 00:00:03.180,-0.989258,-0.03125,-0.092285,-1.015625,-0.03125,0.098145,6
160,2019-01-12 00:00:03.200,-0.99292,-0.028809,-0.091309,-1.015625,-0.03125,0.107422,6
161,2019-01-12 00:00:03.220,-1.003418,-0.04126,-0.10376,-1.014648,-0.03125,0.091309,6
162,2019-01-12 00:00:03.240,-0.987061,-0.050293,-0.112793,-1.02002,-0.03125,0.094482,6
163,2019-01-12 00:00:03.260,-0.993896,-0.036133,-0.098633,-1.033447,-0.032227,0.088867,6
164,2019-01-12 00:00:03.280,-1.003174,-0.030029,-0.090332,-1.032227,-0.025146,0.075684,6
165,2019-01-12 00:00:03.300,-0.98877,-0.03125,-0.104736,-1.024658,-0.018311,0.078125,6
166,2019-01-12 00:00:03.320,-0.983398,-0.03125,-0.110107,-1.018555,-0.033447,0.07666,6
167,2019-01-12 00:00:03.340,-0.984375,-0.03125,-0.109375,-1.034668,-0.03125,0.08374,6
168,2019-01-12 00:00:03.360,-0.984375,-0.03125,-0.109375,-1.023682,-0.03125,0.095947,6
169,2019-01-12 00:00:03.380,-0.982178,-0.03125,-0.109375,-1.020996,-0.032715,0.09375,6
170,2019-01-12 00:00:03.400,-0.998535,-0.03125,-0.109375,-1.025391,-0.024658,0.095215,6
171,2019-01-12 00:00:03.420,-0.988037,-0.03125,-0.109375,-1.02002,-0.011719,0.086914,6
172,2019-01-12 00:00:03.440,-0.983887,-0.029053,-0.109375,-1.034912,-0.022461,0.075928,6
173,2019-01-12 00:00:03.460,-0.984375,-0.045898,-0.109375,-1.023926,-0.033203,0.078125,6
174,2019-01-12 00:00:03.480,-0.984375,-0.033936,-0.109375,-1.011719,-0.03125,0.078125,6
175,2019-01-12 00:00:03.500,-0.984375,-0.029053,-0.109375,-1.023193,-0.03125,0.078125,6
176,2019-01-12 00:00:03.520,-0.982666,-0.044678,-0.109375,-1.032959,-0.03125,0.078125,6
177,2019-01-12 00:00:03.540,-0.999512,-0.04834,-0.109375,-1.03125,-0.03125,0.078125,6
178,2019-01-12 00:00:03.560,-0.986084,-0.031494,-0.109375,-1.033203,-0.03125,0.078125,6
179,2019-01-12 00:00:03.580,-0.984131,-0.045166,-0.109375,-1.022461,-0.03125,0.078125,6
180,2019-01-12 00:00:03.600,-0.984375,-0.046875,-0.110352,-1.011719,-0.033203,0.078125,6
181,2019-01-12 00:00:03.620,-0.984375,-0.046875,-0.09375,-1.024658,-0.019775,0.078125,6
182,2019-01-12 00:00:03.640,-0.984375,-0.046875,-0.108398,-1.032715,-0.023438,0.078125,6
183,2019-01-12 00:00:03.660,-0.984375,-0.046875,-0.109863,-1.03125,-0.034912,0.078125,6
184,2019-01-12 00:00:03.680,-0.984375,-0.046875,-0.093994,-1.033447,-0.02124,0.078125,6
185,2019-01-12 00:00:03.700,-0.984375,-0.046875,-0.093506,-1.018799,-0.011963,0.078125,6
186,2019-01-12 00:00:03.720,-0.984375,-0.046875,-0.093506,-1.024658,-0.025879,0.078125,6
187,2019-01-12 00:00:03.740,-0.999756,-0.046875,-0.093994,-1.032227,-0.034668,0.078125,6
188,2019-01-12 00:00:03.760,-0.983887,-0.046631,-0.109131,-1.03125,-0.020264,0.078125,6
189,2019-01-12 00:00:03.780,-0.984131,-0.048096,-0.093018,-1.028809,-0.014648,0.078125,6
190,2019-01-12 00:00:03.800,-0.985107,-0.0815429999999999,-0.092773,-1.04248,-0.017822,0.080322,6
191,2019-01-12 00:00:03.820,-1.001953,-0.113525,-0.075684,-1.052002,-0.006104,0.068604,6
192,2019-01-12 00:00:03.840,-1.019531,-0.145508,-0.065186,-1.023193,0.014648,0.054199,6
193,2019-01-12 00:00:03.860,-1.047852,-0.174316,-0.11792,-1.0078120000000002,0.010498,0.021973,6
194,2019-01-12 00:00:03.880,-1.02832,-0.172363,-0.162598,-1.048096,-0.035156,0.016357,6
195,2019-01-12 00:00:03.900,-1.010254,-0.165527,-0.169434,-1.092773,-0.058838,0.000977,6
196,2019-01-12 00:00:03.920,-0.976318,-0.119629,-0.135498,-1.074707,-0.0773929999999999,0.010254,6
197,2019-01-12 00:00:03.940,-0.949707,-0.126709,-0.118408,-1.028076,-0.067139,0.028809,6
198,2019-01-12 00:00:03.960,-0.949951,-0.147705,-0.086914,-0.97998,-0.04541,0.029785,6
199,2019-01-12 00:00:03.980,-0.937988,-0.176025,-0.078613,-0.92749,-0.071777,0.036621,6
200,2019-01-12 00:00:04.000,-0.957764,-0.170166,-0.097656,-0.919678,-0.089111,0.112549,6
201,2019-01-12 00:00:04.020,-0.973389,-0.14502,-0.117432,-0.929199,-0.119141,0.155029,6
202,2019-01-12 00:00:04.040,-0.990723,-0.096436,-0.147705,-1.006104,-0.1557619999999999,0.144531,6
203,2019-01-12 00:00:04.060,-0.997559,-0.070557,-0.162109,-1.043701,-0.128418,0.113525,6
204,2019-01-12 00:00:04.080,-0.986084,-0.056885,-0.174072,-1.061523,-0.11084,0.079834,6
205,2019-01-12 00:00:04.100,-1.002197,-0.040283,-0.168457,-1.0629879999999998,-0.095459,0.078613,6
206,2019-01-12 00:00:04.120,-1.001709,-0.030762,-0.194092,-1.048096,-0.062744,0.063232,6
207,2019-01-12 00:00:04.140,-0.989502,-0.022705,-0.220947,-1.0161129999999998,-0.0773929999999999,0.046875,6
208,2019-01-12 00:00:04.160,-0.966797,0.008301,-0.143799,-0.999756,-0.109375,0.0625,6
209,2019-01-12 00:00:04.180,-0.996826,0.022949,-0.116455,-1.0,-0.109619,0.111328,6
210,2019-01-12 00:00:04.200,-1.02124,0.033447,-0.075195,-1.0,-0.126465,0.175781,6
211,2019-01-12 00:00:04.220,-1.013672,0.027344,-0.091553,-0.999756,-0.157715,0.238525,6
212,2019-01-12 00:00:04.240,-0.981689,0.045898,-0.068604,-1.000732,-0.151367,0.267334,6
213,2019-01-12 00:00:04.260,-0.938721,0.095459,-0.0676269999999999,-1.017822,-0.065674,0.263428,6
214,2019-01-12 00:00:04.280,-0.936768,0.119873,-0.073975,-1.031982,0.0329589999999999,0.223389,6
215,2019-01-12 00:00:04.300,-0.9729,0.12085,-0.057129,-1.034424,0.139893,0.124023,6
216,2019-01-12 00:00:04.320,-1.016357,0.151611,-0.07251,-1.067627,0.174561,0.049072,6
217,2019-01-12 00:00:04.340,-1.005615,0.199463,-0.111816,-1.0776370000000002,0.153809,0.008545,6
218,2019-01-12 00:00:04.360,-0.974609,0.173096,-0.130859,-1.058594,0.125244,-0.004883,6
219,2019-01-12 00:00:04.380,-0.960938,0.1521,-0.117432,-1.0422360000000002,0.025635,-0.013184,6
220,2019-01-12 00:00:04.400,-0.943359,0.154297,-0.107178,-1.029297,-0.02832,0.026367,6
221,2019-01-12 00:00:04.420,-0.935303,0.161865,-0.111084,-1.032227,-0.056641,0.080811,6
222,2019-01-12 00:00:04.440,-0.9375,0.181641,-0.101318,-1.024902,-0.084473,0.135498,6
223,2019-01-12 00:00:04.460,-0.9375,0.189209,-0.091797,-0.991943,-0.103271,0.1486819999999999,6
224,2019-01-12 00:00:04.480,-0.939453,0.1875,-0.09375,-0.981934,-0.129395,0.184814,6
225,2019-01-12 00:00:04.500,-0.926514,0.185303,-0.09375,-0.982666,-0.1257319999999999,0.204834,6
226,2019-01-12 00:00:04.520,-0.928955,0.196289,-0.095703,-0.993164,-0.121338,0.177979,6
227,2019-01-12 00:00:04.540,-0.938965,0.20459,-0.08667,-1.019043,-0.103271,0.145996,6
228,2019-01-12 00:00:04.560,-0.939697,0.203125,-0.067139,-1.018311,-0.088623,0.10376,6
229,2019-01-12 00:00:04.580,-0.927734,0.203125,-0.0676269999999999,-1.043701,-0.0676269999999999,0.040039,6
230,2019-01-12 00:00:04.600,-0.917969,0.20752,-0.030762,-1.066895,-0.03125,0.001465,6
231,2019-01-12 00:00:04.620,-0.917969,0.199219,-0.019287,-1.059814,-0.009521,-0.034424,6
232,2019-01-12 00:00:04.640,-0.992676,0.102539,-0.037842,-1.075439,-0.021484,-0.082275,6
233,2019-01-12 00:00:04.660,-1.073975,0.038086,-0.0664059999999999,-1.092041,-0.027588,-0.096436,6
234,2019-01-12 00:00:04.680,-1.064697,0.005371,-0.097656,-1.075684,-0.055176,-0.062744,6
235,2019-01-12 00:00:04.700,-1.025391,-0.009521,-0.050537,-1.076416,-0.112305,-0.004639,6
236,2019-01-12 00:00:04.720,-1.00708,0.098145,-0.099121,-1.083252,-0.104492,0.067139,6
237,2019-01-12 00:00:04.740,-0.974121,0.192627,-0.124756,-1.108154,-0.05249,0.109131,6
238,2019-01-12 00:00:04.760,-0.98291,0.145752,-0.143311,-1.093018,0.018311,0.071533,6
239,2019-01-12 00:00:04.780,-0.959229,0.046143,-0.178955,-1.044922,0.064209,-0.001221,6
240,2019-01-12 00:00:04.800,-0.959229,-0.043701,-0.194092,-1.007568,0.109375,-0.058594,6
241,2019-01-12 00:00:04.820,-0.993652,-0.091797,-0.244385,-1.002197,0.120361,-0.101807,6
242,2019-01-12 00:00:04.840,-0.992676,-0.078125,-0.226807,-1.055664,0.069092,-0.098389,6
243,2019-01-12 00:00:04.860,-1.0463870000000002,-0.096924,-0.22168,-1.197266,0.030762,-0.119629,6
244,2019-01-12 00:00:04.880,-1.095215,-0.140869,-0.196777,-1.321777,-0.003174,-0.136719,6
245,2019-01-12 00:00:04.900,-1.058838,-0.20752,-0.1643069999999999,-1.282715,-0.07666,-0.13208,6
246,2019-01-12 00:00:04.920,-1.020996,-0.233154,-0.130615,-1.143799,-0.137695,-0.105713,6
247,2019-01-12 00:00:04.940,-1.003174,-0.234619,-0.11084,-0.995605,-0.126953,0.010254,6
248,2019-01-12 00:00:04.960,-0.990479,-0.23584,-0.107666,-0.908203,-0.148193,0.123779,6
249,2019-01-12 00:00:04.980,-0.942383,-0.223145,-0.1245119999999999,-0.917725,-0.191162,0.091553,6
250,2019-01-12 00:00:05.000,-0.935791,-0.192627,-0.112061,-0.955811,-0.230469,-0.012695,6
251,2019-01-12 00:00:05.020,-0.950684,-0.157471,-0.094727,-0.991943,-0.224854,-0.028564,6
252,2019-01-12 00:00:05.040,-0.966797,-0.1713869999999999,-0.093506,-0.997314,-0.174072,0.005371,6
253,2019-01-12 00:00:05.060,-0.983398,-0.157715,-0.092773,-1.017334,-0.071289,-0.03833,6
